1111,1,2,2014-05-19 22:3:1
1111,1,2,2014-05-19 22:40:3
1111,1,2,2014-05-19 22:56:4
1111,1,2,2014-05-19 22:2:19
1111,1,2,2014-05-19 22:57:22
1111,1,2,2014-05-20 13:23:34
1111,1,2,2014-05-20 13:29:42
1111,1,2,2014-05-20 13:47:28
1111,1,2,2014-05-20 13:4:30
1111,1,2,2014-05-20 13:5:60
1111,1,2,2014-05-20 13:8:10
1111,1,2,2014-05-20 13:22:55
1111,1,2,2014-05-20 13:9:54
1111,1,2,2014-05-20 13:59:31
1111,1,2,2014-05-20 13:20:2
1111,1,2,2014-05-20 13:51:12
1111,1,2,2014-05-20 14:57:28
1111,1,2,2014-05-20 14:5:45
1111,1,2,2014-05-20 14:55:11
1111,1,2,2014-05-20 14:33:23
1111,1,2,2014-05-20 14:22:59
1111,1,2,2014-05-20 14:20:11
1111,1,2,2014-05-20 14:40:4
1111,1,2,2014-05-20 14:60:54
1111,1,2,2014-05-20 14:36:39
1111,1,2,2014-05-20 14:7:28
1111,1,2,2014-05-20 14:2:35
1111,1,2,2014-05-20 14:7:44
1111,1,2,2014-05-20 14:15:50
1111,1,2,2014-05-22 18:54:57
1111,1,2,2014-05-22 18:19:4
1111,1,2,2014-05-22 18:25:23
1111,1,2,2014-05-22 22:53:58
1111,1,2,2014-05-22 22:6:26
1111,1,2,2014-05-22 23:21:41
1111,1,2,2014-05-22 23:8:51
1111,1,2,2014-05-22 23:19:60
1111,1,2,2014-05-22 23:45:39
1111,1,2,2014-05-22 23:19:26
1111,1,2,2014-05-22 23:5:3
1111,1,2,2014-05-22 23:55:2
1111,1,2,2014-05-23 00:12:1
1111,1,2,2014-05-23 00:32:7
1111,1,2,2014-05-23 00:60:30
1111,1,2,2014-05-23 00:10:51
1111,1,2,2014-05-23 00:1:9
1111,1,2,2014-05-23 00:14:7
1111,1,2,2014-05-23 00:51:10
1111,1,2,2014-05-23 13:43:0
1111,1,2,2014-05-23 13:49:48
1111,1,2,2014-05-23 13:40:50
1111,1,2,2014-05-23 13:27:50
1111,1,2,2014-05-23 13:46:30
1111,1,2,2014-05-23 13:55:55
1111,1,2,2014-05-23 15:54:10
1111,1,2,2014-05-23 19:49:5
1111,1,2,2014-05-23 19:57:42
1111,1,2,2014-05-23 21:42:50
1111,1,2,2014-05-23 21:51:42
1111,1,2,2014-05-23 21:0:17
1111,1,2,2014-05-23 21:7:18
1111,1,2,2014-05-23 21:54:43
1111,1,2,2014-05-23 21:60:3
1111,1,2,2014-05-23 21:45:56
1111,1,2,2014-05-29 13:58:26
1111,1,2,2014-05-29 13:2:39
1111,1,2,2014-05-29 14:35:48
1111,1,2,2014-05-29 14:24:22
1111,1,2,2014-05-29 14:18:24
1111,1,2,2014-05-29 14:36:7
1111,1,2,2014-05-29 14:40:1
1111,1,2,2014-05-29 14:36:11
1111,1,2,2014-05-29 14:51:60
1111,1,2,2014-05-29 14:49:37
1111,1,2,2014-05-29 14:49:28
1111,1,2,2014-05-29 15:39:46
1111,1,2,2014-05-29 15:38:18
1111,1,2,2014-05-29 15:9:50
1111,1,2,2014-05-29 15:3:6
1111,1,2,2014-05-29 15:58:44
1111,1,2,2014-05-29 16:18:47
1111,1,2,2014-05-29 16:19:24
1111,1,2,2014-05-29 16:42:6
1111,1,2,2014-05-29 16:48:14
1111,1,2,2014-05-29 16:16:27
1111,1,2,2014-05-29 16:50:1
1111,1,2,2014-05-29 16:23:2
1111,1,2,2014-05-29 16:33:52
1111,1,2,2014-05-29 17:47:4
1111,1,2,2014-05-29 17:3:12
1111,1,2,2014-05-29 19:20:21
1111,1,2,2014-05-29 19:56:4
1111,1,2,2014-05-29 19:28:23
1111,1,2,2014-05-29 19:32:54
1111,1,2,2014-05-29 20:32:4
1111,1,2,2014-05-29 20:15:57
1111,1,2,2014-05-29 20:57:25
1111,1,2,2014-05-30 21:37:60
1111,1,2,2014-05-30 21:22:52
1111,1,2,2014-05-30 21:50:52
1111,1,2,2014-05-30 22:13:44
1111,1,2,2014-05-30 22:27:13
1111,1,2,2014-05-30 22:50:17
1111,1,2,2014-05-30 22:44:50
1111,1,2,2014-05-30 22:39:11
1111,1,2,2014-05-30 23:10:47
1111,1,2,2014-05-30 23:54:24
1111,1,2,2014-05-30 23:26:46
1111,1,2,2014-05-31 19:30:29
1111,1,2,2014-05-31 19:21:32
1111,1,2,2014-05-31 19:17:9
1111,1,2,2014-05-31 19:58:7
1111,1,2,2014-05-31 20:31:45
1111,1,2,2014-05-31 20:30:38
1111,1,2,2014-06-02 12:60:22
1111,1,2,2014-06-04 13:32:20
1111,1,2,2014-06-04 16:58:30
1111,1,2,2014-06-04 16:17:15
1111,1,2,2014-06-04 16:17:34
1111,1,2,2014-06-04 16:24:35
1111,1,2,2014-06-04 16:12:54
1111,1,2,2014-06-04 16:40:57
1111,1,2,2014-06-04 16:57:24
1111,1,2,2014-06-04 16:14:23
1111,1,2,2014-06-04 16:13:43
1111,1,2,2014-06-04 16:37:6
1111,1,2,2014-06-04 16:35:39
1111,1,2,2014-06-04 16:42:28
1111,1,2,2014-06-04 17:0:52
1111,1,2,2014-06-04 17:20:38
1111,1,2,2014-06-04 17:16:17
1111,1,2,2014-06-04 17:45:19
1111,1,2,2014-06-04 17:40:12
1111,1,2,2014-06-04 17:14:60
1111,1,2,2014-06-04 17:14:26
1111,1,2,2014-06-04 17:33:41
1111,1,2,2014-06-04 17:39:48
1111,1,2,2014-06-04 17:31:11
1111,1,2,2014-06-04 17:19:20
1111,1,2,2014-06-04 17:39:29
1111,1,2,2014-06-04 17:8:20
1111,1,2,2014-06-04 17:22:56
1111,1,2,2014-06-04 17:29:51
1111,1,2,2014-06-04 17:10:44
1111,1,2,2014-06-04 17:53:43
1111,1,2,2014-06-04 17:57:12
1111,1,2,2014-06-04 17:14:37
1111,1,2,2014-06-04 20:44:37
1111,1,2,2014-06-04 20:45:50
1111,1,2,2014-06-04 20:56:32
1111,1,2,2014-06-04 20:28:60
1111,1,2,2014-06-04 20:32:10
1111,1,2,2014-06-04 20:58:41
1111,1,2,2014-06-04 22:23:12
1111,1,2,2014-06-04 22:43:58
1111,1,2,2014-06-04 23:1:50
1111,1,2,2014-06-04 23:21:57
1111,1,2,2014-06-04 23:18:11
1111,1,2,2014-06-04 23:57:7
1111,1,2,2014-06-04 23:39:10
1111,1,2,2014-06-04 23:25:24
1111,1,2,2014-06-04 23:17:54
1111,1,2,2014-06-04 23:8:15
1111,1,2,2014-06-04 23:21:15
1111,1,2,2014-06-04 23:12:14
1111,1,2,2014-06-05 09:7:57
1111,1,2,2014-06-05 09:48:53
1111,1,2,2014-06-05 09:40:28
1111,1,2,2014-06-05 09:51:19
1111,1,2,2014-06-05 09:47:7
1111,1,2,2014-06-05 09:37:24
1111,1,2,2014-06-05 10:50:47
1111,1,2,2014-06-05 10:55:17
1111,1,2,2014-06-05 10:5:4
1111,1,2,2014-06-05 10:45:16
1111,1,2,2014-06-05 10:23:50
1111,1,2,2014-06-05 10:25:32
1111,1,2,2014-06-05 10:2:45
1111,1,2,2014-06-05 11:60:24
1111,1,2,2014-06-05 11:58:19
1111,1,2,2014-06-05 11:9:40
1111,1,2,2014-06-05 11:2:40
1111,1,2,2014-06-05 12:34:8
1111,1,2,2014-06-05 12:59:54
1111,1,2,2014-06-05 12:45:36
1111,1,2,2014-06-05 12:55:8
1111,1,2,2014-06-05 12:45:57
1111,1,2,2014-06-05 12:10:29
1111,1,2,2014-06-05 13:27:28
1111,1,2,2014-06-05 13:52:23
1111,1,2,2014-06-05 13:30:31
1111,1,2,2014-06-05 13:14:12
1111,1,2,2014-06-05 13:44:7
1111,1,2,2014-06-05 13:26:10
1111,1,2,2014-06-05 13:5:55
1111,1,2,2014-06-05 13:27:37
1111,1,2,2014-06-05 13:34:16
1111,1,2,2014-06-05 13:8:26
1111,1,2,2014-06-05 13:50:23
1111,1,2,2014-06-05 13:57:58
1111,1,2,2014-06-05 13:38:47
1111,1,2,2014-06-05 13:27:52
1111,1,2,2014-06-05 13:47:3
1111,1,2,2014-06-05 13:12:6
1111,1,2,2014-06-05 13:12:6
1111,1,2,2014-06-05 13:37:28
1111,1,2,2014-06-05 13:5:43
1111,1,2,2014-06-05 13:19:12
1111,1,2,2014-06-05 13:46:4
1111,1,2,2014-06-05 13:6:23
1111,1,2,2014-06-05 13:27:43
1111,1,2,2014-06-05 13:10:45
1111,1,2,2014-06-05 13:37:17
1111,1,2,2014-06-05 13:57:19
1111,1,2,2014-06-05 13:44:9
1111,1,2,2014-06-05 16:41:30
1111,1,2,2014-06-05 16:9:50
1111,1,2,2014-06-05 17:31:7
1111,1,2,2014-06-05 17:45:60
1111,1,2,2014-06-05 18:20:9
1111,1,2,2014-06-05 18:4:47
1111,1,2,2014-06-05 18:42:38
1111,1,2,2014-06-05 18:59:29
1111,1,2,2014-06-05 18:43:37
1111,1,2,2014-06-05 21:20:34
1111,1,2,2014-06-05 22:48:25
1111,1,2,2014-06-05 22:15:7
1111,1,2,2014-06-05 22:18:7
